"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474208","FPKM.SRR8474209","FPKM.SRR8474210","FPKM.SRR8474211","FPKM.SRR8474212","FPKM.SRR8474213","FPKM.SRR8474214","FPKM.SRR8474215","..files.testis_1.txt_mean_female","..files.testis_2.txt_mean_male","Remark","Organism","Tissue","GEO_accession"
"4250","ENSMFAG00000043714","-","ZNF451","chr4",113503662,113503849,113505345,113505476,0.0055758581293,0.0265233433287,"0.809,0.834,0.594,0.622","0.628,0.604,0.616,0.626","MXE","4","ZNF451",34.7935744898675,33.1763889706417,30.6806449282931,28.9348143641205,30.3682245923617,33.237001582489,32.8551496948558,32.8730942390231,31.8963556882307,32.3333675271824,NA,"Macaca_fascicularis","testis","GSE125483"
"4251","ENSMFAG00000043714","-","ZNF451","chr4",113506856,113507000,113508982,113510586,0.0029401066294,0.0158332491775,"0.12,0.102,0.498,0.512","0.472,0.483,0.471,0.482","MXE","4","ZNF451",34.7935744898675,33.1763889706417,30.6806449282931,28.9348143641205,30.3682245923617,33.237001582489,32.8551496948558,32.8730942390231,31.8963556882307,32.3333675271824,NA,"Macaca_fascicularis","testis","GSE125483"
"4252","ENSMFAG00000043722","-","ATE1","chr9",121093648,121093769,121204307,121204436,2.6560815769e-09,4.7514348209e-08,"0.009,0.003,0.06,0.041","0.065,0.089,0.089,0.106","MXE","9","ATE1",12.1981304623116,11.7571779932998,10.9883074606365,11.7583644891122,11.0678249363484,11.1539629262982,11.4703456231156,11.476640080402,11.67549510134,11.292193391541,NA,"Macaca_fascicularis","testis","GSE125483"
"4253","ENSMFAG00000043751","-","TRNAU1AP","chr1",199580206,199580240,199580778,199580941,0.000130228859773,0.00100209192465,"0.805,0.794,0.784,0.753","0.728,0.69,0.704,0.638","MXE","1","TRNAU1AP",9.86863088584711,9.70720468491736,10.7329275511364,10.1298089509298,10.8479683305785,10.0496011503099,10.4533849421488,10.1516054018595,10.1096430182077,10.3756399562242,NA,"Macaca_fascicularis","testis","GSE125483"
"4254","ENSMFAG00000043757","+","CCDC73","chr14",34814815,34816339,NA,NA,0.00136382862894,0.035703085179,"0.395,0.332,0.956,0.932","1.0,1.0,0.93,0.789","SE","14","CCDC73",6.23223889441375,5.61435366482505,5.08897240883978,4.425263106814,5.33865099324739,5.56564631737262,5.48845882044199,5.41754697943524,5.34020701872315,5.45257577762431,NA,"Macaca_fascicularis","testis","GSE125483"
"4255","ENSMFAG00000043757","+","CCDC73","chr14",34798176,34798311,NA,NA,0.000309880528911,0.0117487462599,"0.787,0.791,1.0,1.0","0.734,1.0,1.0,1.0","SE","14","CCDC73",6.23223889441375,5.61435366482505,5.08897240883978,4.425263106814,5.33865099324739,5.56564631737262,5.48845882044199,5.41754697943524,5.34020701872315,5.45257577762431,NA,"Macaca_fascicularis","testis","GSE125483"
"4256","ENSMFAG00000043762","-","BCL9","chr1",103451539,103453781,NA,NA,2.45770445828e-06,0.000342404642309,"0.146,0.25,1.0,1.0","1.0,1.0,1.0,1.0","SE","1","BCL9",7.157299,7.129016,7.701053,8.077524,8.032681,7.572222,7.253303,7.425977,7.516223,7.57104575,NA,"Macaca_fascicularis","testis","GSE125483"
"4257","ENSMFAG00000043763","-","UGGT2","chr17",78477392,78477509,78494618,78494733,9.61010160339e-11,2.3013664366e-09,"0.996,0.996,0.71,0.648","0.672,0.678,0.693,0.672","MXE","17","UGGT2",21.3556468260128,20.3423471533049,18.4664760108742,16.7846021884861,19.3328632586354,19.4537729405117,20.7432010963753,20.2210483682303,19.2372680446695,19.9377214159382,NA,"Macaca_fascicularis","testis","GSE125483"
"4258","ENSMFAG00000043768","-","DRC1","chr13",84436603,84436833,NA,NA,9.28714071177e-05,0.00471171803181,"0.97,0.961,0.992,0.978","0.998,0.987,0.983,0.982","SE","13","DRC1",128.992569,130.394989,128.717697,130.679199,139.509644,121.122414,126.630287,140.826492,129.6961135,132.02220925,NA,"Macaca_fascicularis","testis","GSE125483"
"4259","ENSMFAG00000043770","-","RALGAPA1","chr7",99647547,99646170,NA,NA,3.31640948037e-09,3.81387090243e-07,"0.015,0.004,0.154,0.082","0.092,0.096,0.099,0.089","A5SS","7","RALGAPA1",6.94794489684258,6.29149153623946,4.71526774680899,4.80674840837501,4.95526707636038,5.84256859274464,5.77560687541987,5.67896254549526,5.69036314706651,5.56310127250504,NA,"Macaca_fascicularis","testis","GSE125483"
"4260","ENSMFAG00000043783","+","DLEC1","chr2",92978534,92978753,92981200,92981362,0.0039705641759,0.0202890400883,"0.177,0.168,0.589,0.56","0.581,0.577,0.608,0.53","MXE","2","DLEC1",34.086933,33.8514606674745,35.097336,39.123924,35.632960057683,35.1894988637906,33.851616,34.091019,35.5399134168686,34.6912734803684,NA,"Macaca_fascicularis","testis","GSE125483"
"4261","ENSMFAG00000043783","+","DLEC1","chr2",92977935,92978030,92978534,92978753,0.00805058432849,0.0355632608686,"0.545,0.518,0.437,0.451","0.391,0.404,0.409,0.488","MXE","2","DLEC1",34.086933,33.8514606674745,35.097336,39.123924,35.632960057683,35.1894988637906,33.851616,34.091019,35.5399134168686,34.6912734803684,NA,"Macaca_fascicularis","testis","GSE125483"
"4262","ENSMFAG00000043792","+","MEGF8","chr19",42893961,42894193,NA,NA,1.2043271209e-05,0.00106572045829,"0.845,0.716,0.771,1.0","1.0,0.951,0.899,1.0","SE","19","MEGF8",3.98388005210158,3.83717124562172,4.12251585017513,4.55964722014011,4.00921395963222,3.88706299378284,3.74556197136602,3.66720777171629,4.12580359200964,3.82726167412434,NA,"Macaca_fascicularis","testis","GSE125483"
"4263","ENSMFAG00000043807","-","TP73","chr1",224743967,224744106,NA,NA,0.000123295712493,0.00582443118737,"0.815,0.829,0.928,0.914","0.927,0.95,1.0,0.914","SE","1","TP73",3.39224344711227,3.80334229526282,4.00045828569111,4.71601284101233,4.07426780791694,3.84785022323167,3.52448316531473,3.53504988124594,3.97801421726963,3.74541276942732,NA,"Macaca_fascicularis","testis","GSE125483"
"4264","ENSMFAG00000043807","-","TP73","chr1",224743488,224743582,224743967,224744106,2.34759178763e-09,4.25044084041e-08,"0.0,0.004,0.313,0.205","0.401,0.318,0.295,0.271","MXE","1","TP73",3.39224344711227,3.80334229526282,4.00045828569111,4.71601284101233,4.07426780791694,3.84785022323167,3.52448316531473,3.53504988124594,3.97801421726963,3.74541276942732,NA,"Macaca_fascicularis","testis","GSE125483"
"4265","ENSMFAG00000043810","-","ZNF44","chr19",12586904,12587031,NA,NA,9.47376064141e-05,0.0047946604489,"0.726,0.666,0.866,0.798","1.0,1.0,0.823,0.729","SE","19","ZNF44",3.55871343576826,3.42918130550558,3.12345132061893,3.12127726088521,3.32199849154372,3.32699827491904,3.52206213745952,3.39958820870817,3.3081558306945,3.39266177815761,NA,"Macaca_fascicularis","testis","GSE125483"
"4266","ENSMFAG00000043812","-","GHITM","chr9",51652996,51653105,51656845,51656987,0,0,"0.999,0.998,0.802,0.792","0.793,0.792,0.826,0.784","MXE","9","GHITM",220.9375,210.207382,214.34845,192.401169,217.013596,209.957626,218.022751,209.959381,209.47362525,213.7383385,NA,"Macaca_fascicularis","testis","GSE125483"
"4267","ENSMFAG00000043816","-","HEATR4","chr7",138161563,138161723,138163910,138163989,0.000212586326846,0.0015438694729,"0.868,0.864,0.684,0.642","0.65,0.631,0.651,0.647","MXE","7","HEATR4",20.247969,20.109957,21.024494,21.992065,20.956379,21.212643,20.203754,20.813465,20.84362125,20.79656025,NA,"Macaca_fascicularis","testis","GSE125483"
"4268","ENSMFAG00000043816","-","HEATR4","chr7",138190526,138191479,NA,NA,0.000113847663661,0.00549015378049,"0.494,0.545,1.0,1.0","1.0,0.974,0.979,0.953","SE","7","HEATR4",20.247969,20.109957,21.024494,21.992065,20.956379,21.212643,20.203754,20.813465,20.84362125,20.79656025,NA,"Macaca_fascicularis","testis","GSE125483"
"4269","ENSMFAG00000043819","-","POMT2","chr7",142036271,142036376,NA,NA,0.000655418087754,0.0202822899553,"0.947,0.926,0.869,0.871","0.948,0.943,1.0,1.0","SE","7","POMT2",8.342882,8.722921,9.626632,9.550397,8.17499,9.213792,8.478043,9.036687,9.060708,8.725878,NA,"Macaca_fascicularis","testis","GSE125483"
"4270","ENSMFAG00000043824","-","USP50","chr7",27528195,27528390,NA,NA,1.99565064474e-09,1.15485151784e-06,"0.901,0.877,0.971,0.956","0.975,0.968,0.962,0.969","SE","7","USP50",157.364786072085,166.97715209894,169.133307663604,171.660687140636,176.660325919435,176.415251185866,168.119540124382,185.538158267138,166.283983243816,176.683318874205,NA,"Macaca_fascicularis","testis","GSE125483"
"4271","ENSMFAG00000043824","-","USP50","chr7",27527210,27527406,27528195,27528390,1.07794511306e-06,1.19498894154e-05,"0.982,0.982,0.54,0.501","0.538,0.553,0.521,0.567","MXE","7","USP50",157.364786072085,166.97715209894,169.133307663604,171.660687140636,176.660325919435,176.415251185866,168.119540124382,185.538158267138,166.283983243816,176.683318874205,NA,"Macaca_fascicularis","testis","GSE125483"
"4272","ENSMFAG00000043824","-","USP50","chr7",27527210,27527406,NA,NA,1.57746144813e-07,4.23028990785e-05,"0.941,0.934,0.98,0.975","0.984,0.978,0.976,0.979","SE","7","USP50",157.364786072085,166.97715209894,169.133307663604,171.660687140636,176.660325919435,176.415251185866,168.119540124382,185.538158267138,166.283983243816,176.683318874205,NA,"Macaca_fascicularis","testis","GSE125483"
"4273","ENSMFAG00000043828","-","DENND2A","chr3",173632120,173632222,NA,NA,0.00113895149839,0.0309777902902,"0.496,1.0,1.0,0.12","1.0,0.672,1.0,1.0","SE","3","DENND2A",0.944836,0.806718,0.879706,0.821388,0.990187,1.050147,0.786475,0.835762,0.863162,0.91564275,NA,"Macaca_fascicularis","testis","GSE125483"
"4274","ENSMFAG00000043836","+","TEDC1","chr7",170882261,170882459,NA,NA,1.06760029871e-05,0.00098228161375,"0.009,0.0,0.019,0.142","0.036,0.071,0.057,0.084","SE","7","TEDC1",3.9072423374445,4.16786649728663,4.95585471534287,5.36554761470153,5.24734627429699,5.09836330044401,5.23086544893932,4.83850693586581,4.59912779119388,5.10377048988653,NA,"Macaca_fascicularis","testis","GSE125483"
"4275","ENSMFAG00000043837","+","RAI14","chr6",35157546,35157677,35193493,35193582,0.000544950897159,0.00360259705544,"0.487,0.446,0.527,0.536","0.559,0.584,0.608,0.598","MXE","6","RAI14",17.3553157217607,16.1831853547817,16.5809837595899,16.2046069506806,16.582584734665,16.7087108099699,17.0929665936008,16.1278467915856,16.5810229467032,16.6280272324553,NA,"Macaca_fascicularis","testis","GSE125483"
"4276","ENSMFAG00000043842","-","KIF2C","chr1",182784692,182784793,182785576,182785699,1.12162861221e-08,1.78115985232e-07,"0.969,0.964,0.736,0.745","0.73,0.765,0.764,0.748","MXE","1","KIF2C",301.63325052844,311.932089972844,332.54098989211,323.604252465321,328.617584634128,310.081508257615,310.224842813945,320.164945539816,317.427645714679,317.272220311376,NA,"Macaca_fascicularis","testis","GSE125483"
"4277","ENSMFAG00000043843","-","MLH3","chr7",139720649,139720809,139722194,139722306,4.36736747385e-05,0.000366221960047,"0.012,0.053,0.28,0.123","0.21,0.246,0.196,0.199","MXE","7","MLH3",4.89653860580842,4.70252809476902,4.31570994972826,4.07785999201766,3.90296271688179,4.52299248267663,4.82978625101902,4.42198431997283,4.49815916058084,4.41943144263757,NA,"Macaca_fascicularis","testis","GSE125483"
"4278","ENSMFAG00000043843","-","MLH3","chr7",139730348,139730453,139737151,139740503,5.58882762292e-08,7.76720864195e-07,"0.009,0.009,0.471,0.525","0.565,0.445,0.515,0.436","MXE","7","MLH3",4.89653860580842,4.70252809476902,4.31570994972826,4.07785999201766,3.90296271688179,4.52299248267663,4.82978625101902,4.42198431997283,4.49815916058084,4.41943144263757,NA,"Macaca_fascicularis","testis","GSE125483"
"4279","ENSMFAG00000043843","-","MLH3","chr7",139732045,139732131,139737151,139740503,0.00817226595393,0.0359342186554,"0.206,0.121,0.728,0.779","0.776,0.753,0.78,0.787","MXE","7","MLH3",4.89653860580842,4.70252809476902,4.31570994972826,4.07785999201766,3.90296271688179,4.52299248267663,4.82978625101902,4.42198431997283,4.49815916058084,4.41943144263757,NA,"Macaca_fascicularis","testis","GSE125483"
"4280","ENSMFAG00000043843","-","MLH3","chr7",139732045,139732131,139737151,139740503,4.6992818914e-07,5.56312047438e-06,"0.011,0.01,0.503,0.54","0.448,0.515,0.506,0.466","MXE","7","MLH3",4.89653860580842,4.70252809476902,4.31570994972826,4.07785999201766,3.90296271688179,4.52299248267663,4.82978625101902,4.42198431997283,4.49815916058084,4.41943144263757,NA,"Macaca_fascicularis","testis","GSE125483"
"4281","ENSMFAG00000043852","-","PROM1","chr5",15161026,15161232,NA,NA,2.2054598892e-05,0.00165478666882,"0.31,0.09,1.0,1.0","1.0,1.0,1.0,1.0","SE","5","PROM1",16.4895206024238,15.6218623702111,15.1853709855356,15.0228847660281,15.4020458145035,16.0072715586396,16.0625282378812,16.1632808901486,15.5799096810496,15.9087816252932,NA,"Macaca_fascicularis","testis","GSE125483"
"4282","ENSMFAG00000043874","+","WDR17","chr5",175371053,175371324,NA,NA,0.000920551064526,0.0264440469091,"0.454,0.318,1.0,1.0","1.0,1.0,1.0,1.0","SE","5","WDR17",1.91128798918175,1.8439885832022,1.65762684775767,1.20769473544453,1.70893004051928,1.68398628579858,1.96841549626278,1.79100307061369,1.65514953889654,1.78808372329858,NA,"Macaca_fascicularis","testis","GSE125483"
"4283","ENSMFAG00000043892","-","CD44","chr14",32227570,32227774,32230808,32230910,0.000234463582988,0.0016863652206,"0.718,0.645,0.614,0.0","1.0,0.827,0.705,1.0","MXE","14","CD44",15.1394193237272,15.201833100064,16.7090127351905,16.6891624341979,17.2535617444765,15.2073861621838,12.3744106596222,15.592014698367,15.9348568982949,15.1068433161624,NA,"Macaca_fascicularis","testis","GSE125483"
"4284","ENSMFAG00000043892","-","CD44","chr14",32227570,32227774,32240968,32241094,7.76224783372e-06,7.4524700532e-05,"0.0,0.374,0.0,0.259","1.0,0.736,0.0,1.0","MXE","14","CD44",15.1394193237272,15.201833100064,16.7090127351905,16.6891624341979,17.2535617444765,15.2073861621838,12.3744106596222,15.592014698367,15.9348568982949,15.1068433161624,NA,"Macaca_fascicularis","testis","GSE125483"
"4285","ENSMFAG00000043896","-","MAP3K12","chr11",52356554,52356653,NA,NA,7.05657942079e-08,4.60069614773e-07,"0.0,0.0,0.295,0.25","0.222,0.283,0.351,0.282","RI","11","MAP3K12",9.63542116051097,10.170246493474,10.152097852541,11.0882546248264,10.6246078281033,9.87106818522633,9.30759216217717,9.52216995362399,10.2615050328381,9.8313595322827,NA,"Macaca_fascicularis","testis","GSE125483"
"4286","ENSMFAG00000043897","+","TXNL4B","chr20",60497178,60497332,NA,NA,1.36253301974e-08,5.70706687697e-06,"0.703,0.734,0.703,0.808","1.0,1.0,0.911,0.877","SE","20","TXNL4B",3.906976,3.752206,3.706929,3.09754,3.836119,3.643426,4.243863,3.735563,3.61591275,3.86474275,NA,"Macaca_fascicularis","testis","GSE125483"
"4287","ENSMFAG00000043899","-","MBIP","chr7",100280155,100280246,100283649,100283802,9.39070792405e-06,8.86947278206e-05,"0.998,0.995,0.869,0.905","0.893,0.877,0.946,0.938","MXE","7","MBIP",27.2312507266553,27.2281840418789,26.7404972767402,24.6807903406904,23.1813273355971,25.8562721584607,28.8645644323712,28.2741468092813,26.4701805964912,26.5440776839276,NA,"Macaca_fascicularis","testis","GSE125483"
"4288","ENSMFAG00000043899","-","MBIP","chr7",100283649,100283802,100284035,100284101,1.13263142854e-06,1.25163546987e-05,"0.991,0.983,0.576,0.499","0.558,0.601,0.525,0.622","MXE","7","MBIP",27.2312507266553,27.2281840418789,26.7404972767402,24.6807903406904,23.1813273355971,25.8562721584607,28.8645644323712,28.2741468092813,26.4701805964912,26.5440776839276,NA,"Macaca_fascicularis","testis","GSE125483"
"4289","ENSMFAG00000043899","-","MBIP","chr7",100280148,100280246,100283649,100283802,0.00887208917909,0.0381945509123,"0.486,0.477,0.623,0.599","0.625,0.607,0.646,0.622","MXE","7","MBIP",27.2312507266553,27.2281840418789,26.7404972767402,24.6807903406904,23.1813273355971,25.8562721584607,28.8645644323712,28.2741468092813,26.4701805964912,26.5440776839276,NA,"Macaca_fascicularis","testis","GSE125483"
"4290","ENSMFAG00000043905","-","GLT8D1","chr2",107993533,107993646,107993756,107993923,0.00844839705626,0.0367925406549,"0.335,0.37,0.485,0.462","0.459,0.493,0.509,0.477","MXE","2","GLT8D1",64.937958,66.371651,64.757362,64.340401,66.342819,68.325195,65.140556,69.893059,65.101843,67.42540725,NA,"Macaca_fascicularis","testis","GSE125483"
"4291","ENSMFAG00000043909","-","IGHMBP2","chr14",5834148,5834318,NA,NA,3.81875621047e-05,0.00249561991185,"0.95,0.891,0.977,1.0","1.0,0.976,0.973,0.978","SE","14","IGHMBP2",28.159945,29.598619,31.785698,35.383476,31.073509,30.640362,29.078941,28.011864,31.2319345,29.701169,NA,"Macaca_fascicularis","testis","GSE125483"
"4292","ENSMFAG00000043909","-","IGHMBP2","chr14",5806286,5806381,5811967,5812142,0.00127309274984,0.00768334234549,"0.317,0.352,0.436,0.454","0.438,0.48,0.501,0.497","MXE","14","IGHMBP2",28.159945,29.598619,31.785698,35.383476,31.073509,30.640362,29.078941,28.011864,31.2319345,29.701169,NA,"Macaca_fascicularis","testis","GSE125483"
"4293","ENSMFAG00000043911","+","EQTN","chr15",51483556,51483682,51485557,51485644,0.00817233066411,0.0359342186554,"0.356,0.322,0.411,0.405","0.423,0.411,0.446,0.408","MXE","15","EQTN",160.272876401136,165.355441893182,154.212252142045,125.695315034091,166.456039147727,156.501856838636,151.325606368182,169.900395863636,151.383971367613,161.045974554545,NA,"Macaca_fascicularis","testis","GSE125483"
"4294","ENSMFAG00000043913","-","SYCP1","chr1",111894143,111894308,111896167,111896252,0.0035877523467,0.0186702279007,"0.474,0.505,0.379,0.365","0.327,0.372,0.364,0.327","MXE","1","SYCP1",74.208099,70.269043,59.563488,56.60107,64.077682,61.22047,68.210205,64.129433,65.160425,64.4094475,NA,"Macaca_fascicularis","testis","GSE125483"
"4295","ENSMFAG00000043928","+","OCIAD1","chr5",48963519,48963731,NA,NA,0.0003663888914,0.0132297072609,"0.261,0.23,0.928,0.939","0.959,0.933,0.93,0.939","SE","5","OCIAD1",105.170242869848,100.52290742462,102.19185964859,94.4159301903471,106.83726208243,104.447702949024,108.527383778742,108.884865760304,100.575235033351,107.174303642625,NA,"Macaca_fascicularis","testis","GSE125483"
"4296","ENSMFAG00000043928","+","OCIAD1","chr5",48963686,48963731,NA,NA,0.000430395474999,0.00441923925222,"0.008,0.008,0.595,0.479","0.62,0.37,0.412,0.464","A5SS","5","OCIAD1",105.170242869848,100.52290742462,102.19185964859,94.4159301903471,106.83726208243,104.447702949024,108.527383778742,108.884865760304,100.575235033351,107.174303642625,NA,"Macaca_fascicularis","testis","GSE125483"
"4297","ENSMFAG00000043928","+","OCIAD1","chr5",48960555,48960603,48963519,48963686,0.00192577265135,0.0110057908514,"0.02,0.028,0.019,0.013","0.006,0.014,0.016,0.015","MXE","5","OCIAD1",105.170242869848,100.52290742462,102.19185964859,94.4159301903471,106.83726208243,104.447702949024,108.527383778742,108.884865760304,100.575235033351,107.174303642625,NA,"Macaca_fascicularis","testis","GSE125483"
"4298","ENSMFAG00000043928","+","OCIAD1","chr5",48961647,48961783,NA,NA,0.000129237834889,0.00604518092187,"0.935,0.931,0.956,0.966","0.976,0.963,0.959,0.968","SE","5","OCIAD1",105.170242869848,100.52290742462,102.19185964859,94.4159301903471,106.83726208243,104.447702949024,108.527383778742,108.884865760304,100.575235033351,107.174303642625,NA,"Macaca_fascicularis","testis","GSE125483"
"4299","ENSMFAG00000043928","+","OCIAD1","chr5",48963519,48963686,NA,NA,0.000385261674031,0.0136975007469,"0.95,0.939,0.963,0.971","0.98,0.967,0.966,0.971","SE","5","OCIAD1",105.170242869848,100.52290742462,102.19185964859,94.4159301903471,106.83726208243,104.447702949024,108.527383778742,108.884865760304,100.575235033351,107.174303642625,NA,"Macaca_fascicularis","testis","GSE125483"
"4300","ENSMFAG00000043928","+","OCIAD1","chr5",48943740,48943984,NA,NA,0.000125450015252,0.00156812519065,"0.01,0.006,0.015,0.049","0.063,0.035,0.022,0.023","A5SS","5","OCIAD1",105.170242869848,100.52290742462,102.19185964859,94.4159301903471,106.83726208243,104.447702949024,108.527383778742,108.884865760304,100.575235033351,107.174303642625,NA,"Macaca_fascicularis","testis","GSE125483"
"4301","ENSMFAG00000043928","+","OCIAD1","chr5",48961647,48961783,48963519,48963686,3.30180327524e-13,1.34448915468e-11,"0.0,0.002,0.316,0.331","0.315,0.322,0.3,0.325","MXE","5","OCIAD1",105.170242869848,100.52290742462,102.19185964859,94.4159301903471,106.83726208243,104.447702949024,108.527383778742,108.884865760304,100.575235033351,107.174303642625,NA,"Macaca_fascicularis","testis","GSE125483"
"4302","ENSMFAG00000043933","+","BCAS2","chr1",112183479,112183641,112188450,112188501,3.77381372096e-06,3.81574498453e-05,"0.026,0.012,0.378,0.5","0.434,0.411,0.356,0.395","MXE","1","BCAS2",28.652376,29.94681,26.763859,21.963308,29.67248,27.919987,28.776045,30.071074,26.83158825,29.1098965,NA,"Macaca_fascicularis","testis","GSE125483"
"4303","ENSMFAG00000043934","-","WDR49","chr2",71582156,71582321,NA,NA,0.000502061891648,0.016816970293,"0.946,0.913,0.884,1.0","0.92,0.98,0.985,1.0","SE","2","WDR49",15.7783170794451,15.1998320436318,15.6532662186633,14.3751535901639,16.025409918285,16.4956344214376,16.3316377783102,15.8952159472888,15.251642232976,16.1869745163304,NA,"Macaca_fascicularis","testis","GSE125483"
"4304","ENSMFAG00000043934","-","WDR49","chr2",71598723,71598957,71629420,71629569,3.05910826006e-05,0.000264356465248,"0.979,0.966,0.502,0.539","0.561,0.549,0.511,0.589","MXE","2","WDR49",15.7783170794451,15.1998320436318,15.6532662186633,14.3751535901639,16.025409918285,16.4956344214376,16.3316377783102,15.8952159472888,15.251642232976,16.1869745163304,NA,"Macaca_fascicularis","testis","GSE125483"
"4305","ENSMFAG00000043934","-","WDR49","chr2",71656447,71656888,NA,NA,0.00126092205054,0.0335077654276,"0.948,0.902,1.0,1.0","1.0,1.0,0.986,1.0","SE","2","WDR49",15.7783170794451,15.1998320436318,15.6532662186633,14.3751535901639,16.025409918285,16.4956344214376,16.3316377783102,15.8952159472888,15.251642232976,16.1869745163304,NA,"Macaca_fascicularis","testis","GSE125483"
"4306","ENSMFAG00000043938","+",NA,"chr20",20769365,20769547,20773884,20773958,5.97982238171e-08,8.25578380272e-07,"0.014,0.013,0.494,0.484","0.497,0.475,0.481,0.466","MXE","20","ENSMFAG00000043938",184.344055,177.085159,168.054428,158.915665,168.300323,173.218155,188.17247,184.344177,172.09982675,178.50878125,NA,"Macaca_fascicularis","testis","GSE125483"
"4307","ENSMFAG00000043940","-","IKZF3","chr16",51405561,51405729,51406808,51407069,0.00633788842797,0.0293737831704,"1.0,1.0,0.793,0.456","0.757,0.567,0.59,0.569","MXE","16","IKZF3",0.990702758473282,0.756502076335878,0.915252895877863,0.908376888854962,0.681832162137405,0.916506722748092,0.967311165496183,0.934873218320611,0.892708654885496,0.875130817175573,NA,"Macaca_fascicularis","testis","GSE125483"
"4308","ENSMFAG00000043940","-","IKZF3","chr16",51405561,51405729,51406808,51407069,0.00633788842797,0.0293737831704,"1.0,1.0,0.793,0.456","0.757,0.567,0.59,0.569","MXE","16","IKZF3",0.990702758473282,0.756502076335878,0.915252895877863,0.908376888854962,0.681832162137405,0.916506722748092,0.967311165496183,0.934873218320611,0.892708654885496,0.875130817175573,NA,"Macaca_fascicularis","testis","GSE125483"
"4309","ENSMFAG00000043943","+","TNRC6C","chr16",75413317,75415918,75430804,75431020,0.000343090707891,0.00237620400932,"0.064,0.067,0.52,0.558","0.544,0.553,0.511,0.506","MXE","16","TNRC6C",16.297436449447,14.7451959474405,14.8035749829696,17.0721288081629,14.5977256207302,15.4108859619262,13.7967602298131,13.9623318527944,15.729584047005,14.441925916316,NA,"Macaca_fascicularis","testis","GSE125483"
"4310","ENSMFAG00000043943","+","TNRC6C","chr16",75466760,75466877,NA,NA,0.000599174536102,0.0190402428452,"0.95,0.975,0.977,0.954","0.98,0.98,1.0,0.986","SE","16","TNRC6C",16.297436449447,14.7451959474405,14.8035749829696,17.0721288081629,14.5977256207302,15.4108859619262,13.7967602298131,13.9623318527944,15.729584047005,14.441925916316,NA,"Macaca_fascicularis","testis","GSE125483"
"4311","ENSMFAG00000043943","+","TNRC6C","chr16",75459810,75459978,NA,NA,0.000683115166327,0.0208779742982,"0.912,0.872,1.0,1.0","1.0,0.966,1.0,0.917","SE","16","TNRC6C",16.297436449447,14.7451959474405,14.8035749829696,17.0721288081629,14.5977256207302,15.4108859619262,13.7967602298131,13.9623318527944,15.729584047005,14.441925916316,NA,"Macaca_fascicularis","testis","GSE125483"
"4312","ENSMFAG00000043945","+","SPIDR","chr8",48549035,48549129,48550977,48551147,1.03981143218e-06,1.16256694848e-05,"1.0,0.995,0.734,0.632","0.687,0.745,0.679,0.637","MXE","8","SPIDR",7.28649497156213,7.01295578028827,7.71620286404363,8.70832185742111,6.78205175223997,7.6763240077912,7.54939880638878,7.49103398519673,7.68099386832879,7.37470213790417,NA,"Macaca_fascicularis","testis","GSE125483"
"4313","ENSMFAG00000043947","-","PIGS","chr16",24794923,24795131,24796927,24797019,0.00212809130154,0.0120250947466,"0.674,0.589,0.492,0.493","0.442,0.428,0.506,0.462","MXE","16","PIGS",37.107967,38.243752,40.359692,43.045998,39.99752,39.951904,38.181244,39.584198,39.68935225,39.4287165,NA,"Macaca_fascicularis","testis","GSE125483"
"4314","ENSMFAG00000043959","-","ZMIZ1","chr9",56314955,56315216,NA,NA,0.00186327891975,0.0451250037944,"0.899,0.903,0.902,0.933","0.961,0.913,0.98,1.0","SE","9","ZMIZ1",9.32821294097399,10.0226595135135,10.6087032553544,12.6527293898521,11.8556876202193,10.7273957946201,9.7710937418409,10.3633894423763,10.6530762749235,10.6793916497642,NA,"Macaca_fascicularis","testis","GSE125483"
"4315","ENSMFAG00000043964","+",NA,"chrKE146676.1",16605,16650,18733,18819,2.9407829516e-07,3.5910494269e-06,"0.979,0.986,0.791,1.0","0.697,0.76,0.915,0.662","MXE","KE146676.1","ENSMFAG00000043964",2.40132372568882,2.21377051012966,2.14779756928687,2.0673885506483,2.01555290680713,2.26645190424095,2.32073264816316,2.17346070623987,2.20757008893841,2.19404954136278,NA,"Macaca_fascicularis","testis","GSE125483"
"4316","ENSMFAG00000043966","+","OTOF","chr13",84426755,84426844,NA,NA,0.000697461526288,0.0212132489116,"0.935,0.865,1.0,0.948","1.0,1.0,0.944,1.0","SE","13","OTOF",3.05176238461538,2.95644611154544,3.39359689431802,3.64323851514728,3.496255,3.25337541421192,2.83969877621108,2.96794442621806,3.26126097640653,3.13931840416026,NA,"Macaca_fascicularis","testis","GSE125483"
"4317","ENSMFAG00000043975","-","NEK1","chr5",168774238,168774313,NA,NA,0.000352014903393,0.0128478136525,"0.946,0.919,1.0,0.978","1.0,0.978,0.984,0.968","SE","5","NEK1",34.0531620156756,29.6690737846311,29.771824128642,27.2258860690066,29.7887357934912,30.8461549570625,32.7475870671324,31.2009469263929,30.1799864994888,31.1458561860197,NA,"Macaca_fascicularis","testis","GSE125483"
