,id,strand,symbol.x,chr.x,as_site1,as_site2,as_site3,as_site4,as_pvalue,IncLevel1,IncLevel2,as_type,female,male,..files.brain_mean_female,..files.brain_mean_male,Remark,Organism,Tissue,GEO_accession
1586,ENSCAFG00000016900,+,CNTROB,chr5,32789360,32789517,NA,NA,0.000116137,"1.0,1.0,1.0","1.0,0.706,1.0",SE,"6.58213372098904,7.45860909019388,7.82709608710312","7.60526683197527,7.03018169710593,4.602561696263",7.289279633,6.412670075,NA,dog,brain,GSE125483
1587,ENSCAFG00000016900,+,CNTROB,chr5,32791438,32791537,NA,NA,2.80406E-05,"1.0,1.0,1.0","0.944,0.908,1.0",SE,"6.58213372098904,7.45860909019388,7.82709608710312","7.60526683197527,7.03018169710593,4.602561696263",7.289279633,6.412670075,NA,dog,brain,GSE125483
1588,ENSCAFG00000016900,+,CNTROB,chr5,32790618,32790735,NA,NA,0.000107016,"0.782,0.872,0.935","1.0,1.0,1.0",SE,"6.58213372098904,7.45860909019388,7.82709608710312","7.60526683197527,7.03018169710593,4.602561696263",7.289279633,6.412670075,NA,dog,brain,GSE125483
1589,ENSCAFG00000016900,+,CNTROB,chr5,32788506,32788591,NA,NA,7.75226E-05,"1.0,1.0,1.0","1.0,0.621,1.0",SE,"6.58213372098904,7.45860909019388,7.82709608710312","7.60526683197527,7.03018169710593,4.602561696263",7.289279633,6.412670075,NA,dog,brain,GSE125483
1590,ENSCAFG00000016929,+,NA,chr7,41990291,41990846,NA,NA,0.000152825,"1.0,1.0,1.0","0.054,0.0,1.0",RI,"9.57395169948664,10.9887209408977,10.446405309201","8.9038663164407,10.7489743814664,8.73254869000922",10.33635932,9.461796463,NA,dog,brain,GSE125483
1591,ENSCAFG00000016929,+,NA,chr7,41957732,41957852,NA,NA,4.89446E-06,"0.978,1.0,1.0","0.811,0.873,1.0",SE,"9.57395169948664,10.9887209408977,10.446405309201","8.9038663164407,10.7489743814664,8.73254869000922",10.33635932,9.461796463,NA,dog,brain,GSE125483
1592,ENSCAFG00000016929,+,NA,chr7,41936816,41937008,NA,NA,0.000162419,"0.971,1.0,1.0","0.911,0.851,1.0",SE,"9.57395169948664,10.9887209408977,10.446405309201","8.9038663164407,10.7489743814664,8.73254869000922",10.33635932,9.461796463,NA,dog,brain,GSE125483
1593,ENSCAFG00000016929,+,NA,chr7,41983790,41983941,NA,NA,0.000314857,"1.0,0.954,1.0","0.965,0.907,1.0",SE,"9.57395169948664,10.9887209408977,10.446405309201","8.9038663164407,10.7489743814664,8.73254869000922",10.33635932,9.461796463,NA,dog,brain,GSE125483
1594,ENSCAFG00000016935,-,RANBP17,chr4,40856205,40856372,NA,NA,0.001010531,"0.824,1.0,1.0","0.716,0.805,0.766",SE,"2.12205313151365,1.695251,1.92578719851117","2.73060149131514,2.68649722580645,3.485215",1.914363777,2.967437906,NA,dog,brain,GSE125483
1595,ENSCAFG00000016941,-,DAP3,chr7,42016179,42016338,42016639,42016720,0.000527482,"0.992,0.583,0.586","0.994,1.0,0.661",MXE,"25.1740787153179,25.4146750606936,26.0625992109827","26.470363734104,23.9698054942197,24.908906265896",25.550451,25.1163585,NA,dog,brain,GSE125483
1596,ENSCAFG00000016955,+,KAT7,chr9,25844687,25844835,25847732,25847909,0.003287991,"1.0,0.575,0.52","1.0,1.0,0.602",MXE,"15.6431472462908,14.6293602878338,13.4975290445104","12.396481189911,15.1306861246291,20.0332601038576",14.59001219,15.85347581,NA,dog,brain,GSE125483
1597,ENSCAFG00000016962,-,AREL1,chr8,47813835,47814005,47817664,47817830,0.000270323,"0.018,0.268,0.317","0.017,0.013,0.206",MXE,"23.52537,17.595205,17.144728","15.900109,22.382872,23.598375",19.42176767,20.62711867,NA,dog,brain,GSE125483
1598,ENSCAFG00000016966,+,TPM1,chr30,27655329,27655405,27655865,27655928,1.93982E-05,"0.002,0.059,0.038","0.001,0.001,0.068",MXE,"88.0130381574288,88.6692200531178,77.1351915796767","96.6594351316397,83.67161341301,125.943281171286",84.6058166,102.0914432,NA,dog,brain,GSE125483
1599,ENSCAFG00000016972,+,MED12,chrX,55494733,55494784,NA,NA,9.47526E-06,"1.0,1.0,1.0","0.897,0.835,1.0",SE,"3.002246625,2.83854645081967,2.8199214135929","2.13457644569672,4.2260924340847,3.0761426840847",2.88690483,3.145603855,NA,dog,brain,GSE125483
1600,ENSCAFG00000016972,+,MED12,chrX,55505819,55505894,NA,NA,0.003344847,"0.76,0.89,0.836","0.593,0.648,0.327",RI,"3.002246625,2.83854645081967,2.8199214135929","2.13457644569672,4.2260924340847,3.0761426840847",2.88690483,3.145603855,NA,dog,brain,GSE125483
1601,ENSCAFG00000016984,-,PER1,chr5,32961065,32961260,NA,NA,5.30203E-05,"0.03,0.149,0.329","0.019,0.053,0.151",SE,"17.9481538226077,18.3471280727476,18.7662369703414","14.4598184308898,10.8564937935087,7.05548731952994",18.35383962,10.79059985,NA,dog,brain,GSE125483
1602,ENSCAFG00000017008,-,AURKB,chr5,33026662,33027018,NA,NA,0.000801525,"1.0,1.0,1.0","0.437,0.675,1.0",SE,"1.97042247977639,2.65288799112134,2.60345966063795","2.1717679681026,2.75135641006248,0.877105072015784",2.408923377,1.933409817,NA,dog,brain,GSE125483
1603,ENSCAFG00000017047,-,TRIM46,chr7,42352837,42353099,NA,NA,0.000139293,"0.968,1.0,1.0","0.821,0.949,1.0",SE,"20.4200351011794,21.9371857675357,15.0530920887647","18.9706893379888,18.2968193919925,6.67266286126629",19.13677099,14.64672386,NA,dog,brain,GSE125483
1604,ENSCAFG00000017059,-,HIRIP3,chr6,18030993,18031976,NA,NA,2.48365E-05,"0.88,1.0,1.0","0.834,0.81,0.958",SE,"24.993174,26.726118,26.098003","28.200123,27.381876,24.972708",25.93909833,26.851569,NA,dog,brain,GSE125483
1605,ENSCAFG00000017077,+,TTLL5,chr8,48875519,48875602,NA,NA,0.000237574,"0.924,1.0,1.0","0.847,0.831,0.776",SE,"7.0414983982802,4.88650997692953,6.41500964618289","7.39133084312081,5.87681112877517,9.77102895952181",6.11433934,7.679723644,NA,dog,brain,GSE125483
1606,ENSCAFG00000017077,+,TTLL5,chr8,48792237,48792392,NA,NA,0.001065824,"0.987,0.898,1.0","0.975,0.868,1.0",SE,"7.0414983982802,4.88650997692953,6.41500964618289","7.39133084312081,5.87681112877517,9.77102895952181",6.11433934,7.679723644,NA,dog,brain,GSE125483
1607,ENSCAFG00000017077,+,TTLL5,chr8,48838210,48838406,48856239,48856457,0.001970448,"0.305,0.534,0.453","0.199,0.314,0.26",MXE,"7.0414983982802,4.88650997692953,6.41500964618289","7.39133084312081,5.87681112877517,9.77102895952181",6.11433934,7.679723644,NA,dog,brain,GSE125483
1608,ENSCAFG00000017077,+,TTLL5,chr8,48856239,48856457,NA,NA,0.000102101,"0.882,1.0,1.0","0.752,0.776,0.852",SE,"7.0414983982802,4.88650997692953,6.41500964618289","7.39133084312081,5.87681112877517,9.77102895952181",6.11433934,7.679723644,NA,dog,brain,GSE125483
1609,ENSCAFG00000017090,+,SPATA20,chr9,26471515,26471590,NA,NA,0.000795867,"0.814,1.0,1.0","0.722,0.543,1.0",SE,"1.25848460319228,1.88697842724573,1.20243378656273","1.30088673385301,0.968779263919822,0.56301539606533",1.449298939,0.944227131,NA,dog,brain,GSE125483
1610,ENSCAFG00000017095,-,YPEL3,chr6,18101258,18101959,NA,NA,1.15123E-08,"0.0,0.036,0.045","0.0,0.0,0.067",RI,"168.924079984424,194.665107398754,135.887774520249","183.05666035514,144.340156738318,65.343134576324",166.4923206,130.9133172,NA,dog,brain,GSE125483
1611,ENSCAFG00000017107,+,PLEKHO2,chr30,29257596,29257701,NA,NA,0.000572399,"1.0,0.906,0.95","0.877,0.92,1.0",SE,"5.18008014166231,5.58259559592263,6.64066942707789","6.11595786356508,6.00438851907998,3.11936054992159",5.801115055,5.079902311,NA,dog,brain,GSE125483
1612,ENSCAFG00000017112,-,SPG21,chr30,29375214,29375301,29378000,29378232,0.000576144,"0.08,0.392,0.319","0.052,0.041,0.227",MXE,"7.05265154727427,6.2723742879046,7.57342842589438","6.79366285689949,7.57868368015332,8.74486559923339",6.96615142,7.705737379,NA,dog,brain,GSE125483
1613,ENSCAFG00000017116,+,IFT43,chr8,49008001,49008048,NA,NA,6.69627E-05,"0.989,1.0,1.0","0.927,0.926,1.0",SE,"13.9836176805411,17.4828630364204,16.5002181685744","16.5348941165453,13.3434404797086,13.3800129864724",15.98889963,14.41944919,NA,dog,brain,GSE125483
1614,ENSCAFG00000017120,+,CACNA1G,chr9,26537633,26537777,NA,NA,9.55762E-05,"0.118,0.166,0.122","0.057,0.079,0.076",SE,"11.6431033910021,10.3653137961582,7.11260268254771","7.16346404991786,10.2613634367497,3.34654882421332",9.707006623,6.923792104,NA,dog,brain,GSE125483
1615,ENSCAFG00000017120,+,CACNA1G,chr9,26537633,26537777,26541563,26541741,0.000153113,"0.132,0.151,0.116","0.058,0.084,0.114",MXE,"11.6431033910021,10.3653137961582,7.11260268254771","7.16346404991786,10.2613634367497,3.34654882421332",9.707006623,6.923792104,NA,dog,brain,GSE125483
1616,ENSCAFG00000017134,+,OGT,chrX,55843170,55843260,55845610,55845736,0.002532213,"0.995,0.675,0.757","0.994,0.998,0.643",MXE,"49.8183630285023,43.4670623164829,49.7025706937349","36.0728883810164,61.8453127961818,71.4578532167249",47.66266535,56.4586848,NA,dog,brain,GSE125483
1617,ENSCAFG00000017137,-,TENM2,chr4,43666125,43666248,NA,NA,0.000650656,"0.967,0.854,1.0","0.727,0.873,1.0",SE,"7.04235671401059,8.95121353172845,8.24441270322581","6.09415816600867,6.73718959508907,8.93731167905633",8.07932765,7.256219813,NA,dog,brain,GSE125483
1618,ENSCAFG00000017166,+,TMEM63C,chr8,50032911,50033024,NA,NA,0.001206861,"0.005,0.0,0.0","0.01,0.043,0.088",SE,"14.524668020431,14.6679009647355,12.4413370011195","13.4843750867618,16.2032733109432,10.8089017998881",13.87796866,13.49885007,NA,dog,brain,GSE125483
1619,ENSCAFG00000017192,-,HMMR,chr4,47752550,47752697,NA,NA,0.000103102,"0.882,1.0,0.82","0.572,0.555,0.695",SE,"1.930179,0.900719,1.598239","1.212586,1.879977,2.14435033233661",1.476379,1.745637777,NA,dog,brain,GSE125483
1620,ENSCAFG00000017192,-,HMMR,chr4,47750974,47751151,NA,NA,0.001168451,"0.941,1.0,1.0","0.928,0.821,1.0",SE,"1.930179,0.900719,1.598239","1.212586,1.879977,2.14435033233661",1.476379,1.745637777,NA,dog,brain,GSE125483
1621,ENSCAFG00000017215,+,AHSA1,chr8,50265037,50265139,50265636,50265688,4.10515E-05,"0.001,0.297,0.213","0.001,0.0,0.234",MXE,"143.487626486407,146.443102495224,131.28490501543","167.259832339456,153.161064589273,140.57627653637",140.4052113,153.6657245,NA,dog,brain,GSE125483
1622,ENSCAFG00000017219,+,SH2B1,chr6,18379516,18380181,NA,NA,6.9491E-06,"0.0,0.068,0.085","0.0,0.0,0.108",RI,"14.1724373904288,16.9238182267235,13.265291933665","14.5289154269131,15.7049520514096,4.30779353778725",14.78718252,11.51388701,NA,dog,brain,GSE125483
1623,ENSCAFG00000017219,+,SH2B1,chr6,18379460,18380181,NA,NA,6.71376E-05,"0.0,0.229,0.206","0.0,0.0,0.287",RI,"14.1724373904288,16.9238182267235,13.265291933665","14.5289154269131,15.7049520514096,4.30779353778725",14.78718252,11.51388701,NA,dog,brain,GSE125483
1624,ENSCAFG00000017220,+,LUC7L3,chr9,26637075,26637220,26637642,26637717,0.000559972,"0.003,0.384,0.378","0.002,0.0,0.316",MXE,"42.0782672035714,48.502062422619,54.9511543785714","44.9229728936508,56.1447240468254,80.9334650174603",48.51049467,60.66705399,NA,dog,brain,GSE125483
1625,ENSCAFG00000017223,-,ZDHHC15,chrX,58655726,58655801,NA,NA,9.03185E-05,"0.902,1.0,1.0","0.517,0.836,0.709",SE,"1.1719978628821,1.13801267947598,0.846035456768559","0.689297281222708,1.28397979737991,0.695130490829694",1.052015333,0.88946919,NA,dog,brain,GSE125483
1626,ENSCAFG00000017243,-,INTS14,chr30,29937772,29937917,NA,NA,0.000297523,"0.946,1.0,1.0","0.907,0.877,1.0",SE,"10.0431144454703,8.9082041627236,12.72088942412","9.44024226428159,11.6157850663589,15.9520495072129",10.55740268,12.33602561,NA,dog,brain,GSE125483
1627,ENSCAFG00000017243,-,INTS14,chr30,29936292,29936426,NA,NA,7.26801E-07,"1.0,0.895,1.0","0.881,0.9,0.953",SE,"10.0431144454703,8.9082041627236,12.72088942412","9.44024226428159,11.6157850663589,15.9520495072129",10.55740268,12.33602561,NA,dog,brain,GSE125483
1628,ENSCAFG00000017252,-,ATRX,chrX,59989153,59989240,NA,NA,0.001700111,"0.0,1.0,1.0","0.0,0.0,0.929",RI,"7.77201307778419,6.19381385908829,8.02312929255626","5.61007561650317,9.40011437818811,13.0058990843624",7.329652076,9.33869636,NA,dog,brain,GSE125483
1629,ENSCAFG00000017252,-,ATRX,chrX,59965946,59965970,NA,NA,0.000243938,"0.014,0.0,0.0","0.023,0.085,0.0",SE,"7.77201307778419,6.19381385908829,8.02312929255626","5.61007561650317,9.40011437818811,13.0058990843624",7.329652076,9.33869636,NA,dog,brain,GSE125483
1630,ENSCAFG00000017266,+,C7H1orf43,chr7,43020834,43020952,43022470,43022637,0.00203172,"0.995,0.606,0.63","0.992,0.99,0.663",MXE,"25.3103429004711,27.6911348221437,21.5651511601885","27.5903629369847,23.5121797073027,22.2341067432273",24.85554296,24.4455498,NA,dog,brain,GSE125483
1631,ENSCAFG00000017266,+,C7H1orf43,chr7,43020834,43020952,43022470,43022637,0.000339949,"0.017,0.309,0.304","0.005,0.013,0.328",MXE,"25.3103429004711,27.6911348221437,21.5651511601885","27.5903629369847,23.5121797073027,22.2341067432273",24.85554296,24.4455498,NA,dog,brain,GSE125483
1632,ENSCAFG00000017266,+,C7H1orf43,chr7,43015861,43015963,43022470,43022637,0.001025141,"0.999,0.552,0.543","1.0,0.998,0.646",MXE,"25.3103429004711,27.6911348221437,21.5651511601885","27.5903629369847,23.5121797073027,22.2341067432273",24.85554296,24.4455498,NA,dog,brain,GSE125483
1633,ENSCAFG00000017311,+,TPM3,chr7,43054378,43054454,43055149,43055212,0.002932542,"0.003,0.073,0.019","0.003,0.002,0.03",MXE,"144.862319558213,109.497392809356,80.8774275138938","109.412958718959,130.482201664087,110.39605796975",111.7457133,116.7637395,NA,dog,brain,GSE125483
1634,ENSCAFG00000017314,-,MBTD1,chr9,27031506,27031562,NA,NA,0.000889067,"0.977,1.0,1.0","0.943,0.901,1.0",SE,"2.947309,2.646379,4.174453","2.380218,4.371806,4.760907",3.256047,3.837643667,NA,dog,brain,GSE125483
1635,ENSCAFG00000017320,+,UTP18,chr9,27101263,27101354,27103332,27103456,2.44011E-05,"1.0,0.568,0.757","0.995,1.0,0.801",MXE,"9.08746137945493,9.74569735369871,8.51034158191075","9.6893711704103,10.1539257885594,11.6488956238395",9.114500105,10.49739753,NA,dog,brain,GSE125483
1636,ENSCAFG00000017320,+,UTP18,chr9,27092760,27092849,NA,NA,0.001365932,"0.974,1.0,1.0","0.953,0.948,1.0",SE,"9.08746137945493,9.74569735369871,8.51034158191075","9.6893711704103,10.1539257885594,11.6488956238395",9.114500105,10.49739753,NA,dog,brain,GSE125483
1637,ENSCAFG00000017320,+,UTP18,chr9,27103332,27103456,NA,NA,2.05555E-05,"0.965,0.969,0.984","0.899,0.903,0.947",SE,"9.08746137945493,9.74569735369871,8.51034158191075","9.6893711704103,10.1539257885594,11.6488956238395",9.114500105,10.49739753,NA,dog,brain,GSE125483
1638,ENSCAFG00000017347,-,COX11,chr9,30073886,30073985,30074666,30074792,0.001254594,"0.996,0.716,0.731","0.998,0.993,0.685",MXE,"17.9778128833866,19.7244633266773,21.5384548642173","20.3549656070288,16.2517917539936,25.3769111940895",19.74691036,20.66122285,NA,dog,brain,GSE125483
1639,ENSCAFG00000017354,+,SPATA7,chr8,59693199,59693277,59696395,59696453,0.000147394,"0.008,0.044,0.116","0.002,0.0,0.05",MXE,"32.9324094025157,39.3066326666667,40.1785030314465","38.7370783962264,34.7976643584906,50.08411",37.47251503,41.20628425,NA,dog,brain,GSE125483
1640,ENSCAFG00000017354,+,SPATA7,chr8,59693199,59693277,59696395,59696453,0.002492866,"0.01,0.043,0.171","0.021,0.012,0.065",MXE,"32.9324094025157,39.3066326666667,40.1785030314465","38.7370783962264,34.7976643584906,50.08411",37.47251503,41.20628425,NA,dog,brain,GSE125483
1641,ENSCAFG00000017373,-,RPS6KA6,chrX,64961114,64961273,NA,NA,1.10614E-05,"1.0,1.0,0.773","0.742,0.649,0.382",SE,"1.5574262022022,1.718278,1.46946292425759","1.49486907374041,1.73725432832833,1.7257209656323",1.581722375,1.652614789,NA,dog,brain,GSE125483
1642,ENSCAFG00000017396,-,KIAA0556,chr6,18913688,18913846,NA,NA,0.000622302,"1.0,1.0,1.0","1.0,0.893,1.0",SE,"4.1608642332724,5.124218,3.86771776471664","3.72939667568556,4.55542870054845,2.57937536617916",4.384266666,3.621400247,NA,dog,brain,GSE125483
1643,ENSCAFG00000017399,-,COIL,chr9,31751034,31751104,31753416,31753464,0.003887723,"0.976,1.0,1.0","0.945,0.94,1.0",MXE,"7.5621837773217,8.430558,7.757393","8.36331836582863,9.46022939917906,13.173875",7.916711592,10.33247426,NA,dog,brain,GSE125483
1644,ENSCAFG00000017406,-,CHM,chrX,66780044,66780429,NA,NA,3.00559E-05,"1.0,0.714,1.0","0.532,0.403,0.789",SE,"6.91260768073394,5.95288181743119,6.23491568761468","5.27359381009174,7.33428311009174,9.9409887440367",6.366801729,7.516288555,NA,dog,brain,GSE125483
1645,ENSCAFG00000017408,+,GTF3C1,chr6,19173637,19173895,NA,NA,6.13691E-05,"0.301,0.991,1.0","0.301,0.061,1.0",RI,"17.6012531601921,16.8749107193365,16.4526696173432","13.6468533734905,16.2550179441292,14.6909428336971",16.97627783,14.86427138,NA,dog,brain,GSE125483
1646,ENSCAFG00000017419,+,DACH2,chrX,67518352,67518511,NA,NA,2.42684E-05,"1.0,1.0,0.607","0.134,0.629,0.236",SE,"0.574043617006325,1.33006389529164,1.34748102881237","0.663541564300773,0.40925506113844,1.94617422839072",1.083862847,1.006323618,NA,dog,brain,GSE125483
1647,ENSCAFG00000017423,-,PLPPR2,chr20,49956761,49956864,49956997,49957049,0.001107912,"0.97,0.536,0.65","0.968,0.936,0.68",MXE,"34.137325,35.608154,25.030201","27.571674,36.964382,9.642612",31.59189333,24.72622267,NA,dog,brain,GSE125483
1648,ENSCAFG00000017432,-,CCDC159,chr20,49968627,49968718,NA,NA,0.000248157,"0.141,1.0,0.18","0.0,0.0,0.305",SE,"6.09039492099488,8.70540915362107,9.18186030577908","6.6693860987564,8.8289723899049,5.81336475420629",7.992554793,7.103907748,NA,dog,brain,GSE125483
1649,ENSCAFG00000017432,-,CCDC159,chr20,49966587,49966783,NA,NA,0.000468426,"0.89,1.0,0.924","0.519,0.765,1.0",SE,"6.09039492099488,8.70540915362107,9.18186030577908","6.6693860987564,8.8289723899049,5.81336475420629",7.992554793,7.103907748,NA,dog,brain,GSE125483
1650,ENSCAFG00000017436,+,DYNLL2,chr9,32762791,32762862,NA,NA,5.09138E-06,"0.25,1.0,0.0","0.75,1.0,1.0",SE,"253.104767,230.413651,208.096542","220.418076,244.773804,288.26474",230.53832,251.1522067,NA,dog,brain,GSE125483
1651,ENSCAFG00000017478,+,TTC8,chr8,60078949,60079039,60090142,60090228,0.000485645,"0.994,0.921,0.805","1.0,1.0,0.936",MXE,"13.0760571212815,11.70607348627,12.5535198232265","13.2203037551487,11.6086093838673,16.0394093787185",12.44521681,13.62277417,NA,dog,brain,GSE125483
1652,ENSCAFG00000017478,+,TTC8,chr8,60082413,60082458,60090109,60090228,0.001503506,"0.987,0.711,0.831","1.0,1.0,0.797",MXE,"13.0760571212815,11.70607348627,12.5535198232265","13.2203037551487,11.6086093838673,16.0394093787185",12.44521681,13.62277417,NA,dog,brain,GSE125483
1653,ENSCAFG00000017498,+,CORO2B,chr30,32690763,32690880,32691002,32691107,9.4195E-05,"0.997,0.713,0.767","0.998,1.0,0.726",MXE,"79.182884,82.233154,57.010914","75.285301,84.38163,32.079193",72.808984,63.91537467,NA,dog,brain,GSE125483
1654,ENSCAFG00000017511,-,NPR1,chr7,43386008,43386107,NA,NA,4.58284E-05,"0.966,1.0,1.0","0.88,0.85,1.0",SE,"1.58830312540114,2.12123472130338,2.33934825450506","1.94305493137497,2.42933585805974,1.2685056998272",2.016295367,1.88029883,NA,dog,brain,GSE125483
1655,ENSCAFG00000017513,-,MTMR4,chr9,33113833,33113944,NA,NA,1.00782E-06,"1.0,1.0,1.0","1.0,0.931,1.0",SE,"20.9339582696148,20.0310583999643,16.2871193949715","16.1318387396576,22.2345553363053,27.8498280411912",19.08404535,22.07207404,NA,dog,brain,GSE125483
1656,ENSCAFG00000017525,-,TTC7B,chr8,61648589,61648668,61675891,61676013,1.48215E-08,"0.993,0.878,0.883","0.989,1.0,0.905",MXE,"40.9486498155048,41.7314284152644,29.2216706081731","35.7837989233774,40.8599126953125,31.9681893440505",37.30058295,36.20396699,NA,dog,brain,GSE125483
1657,ENSCAFG00000017525,-,TTC7B,chr8,61675891,61676013,61691420,61691551,0.000313461,"0.987,0.745,0.707","0.985,0.988,0.754",MXE,"40.9486498155048,41.7314284152644,29.2216706081731","35.7837989233774,40.8599126953125,31.9681893440505",37.30058295,36.20396699,NA,dog,brain,GSE125483
1658,ENSCAFG00000017525,-,TTC7B,chr8,61611973,61612057,61631220,61631358,5.75731E-05,"0.943,0.84,0.774","0.939,0.962,0.869",MXE,"40.9486498155048,41.7314284152644,29.2216706081731","35.7837989233774,40.8599126953125,31.9681893440505",37.30058295,36.20396699,NA,dog,brain,GSE125483
1659,ENSCAFG00000017525,-,TTC7B,chr8,61559529,61559580,NA,NA,0.000973843,"0.319,0.391,0.426","0.265,0.268,0.332",SE,"40.9486498155048,41.7314284152644,29.2216706081731","35.7837989233774,40.8599126953125,31.9681893440505",37.30058295,36.20396699,NA,dog,brain,GSE125483
1660,ENSCAFG00000017531,-,TNRC6A,chr6,21300326,21300743,NA,NA,0.000270713,"0.935,1.0,1.0","1.0,0.685,1.0",SE,"13.8533576145484,12.7101568396188,13.7125039774527","10.4349663323044,17.3973572647967,20.5392820004026",13.42533948,16.12386853,NA,dog,brain,GSE125483
1661,ENSCAFG00000017532,-,SEPTIN4,chr9,33144346,33144640,NA,NA,7.60088E-09,"0.942,0.998,0.981","0.949,0.896,0.885",SE,"204.045880482667,210.6478782672,207.968526504","229.5355872816,239.446284856,175.183508056533",207.5540951,214.7217934,NA,dog,brain,GSE125483
1662,ENSCAFG00000017532,-,SEPTIN4,chr9,33144346,33144640,NA,NA,8.77729E-06,"0.841,0.957,0.906","0.871,0.745,0.811",SE,"204.045880482667,210.6478782672,207.968526504","229.5355872816,239.446284856,175.183508056533",207.5540951,214.7217934,NA,dog,brain,GSE125483
1663,ENSCAFG00000017532,-,SEPTIN4,chr9,33139869,33140004,33142737,33142861,0.0032345,"0.992,0.646,0.727","0.988,0.993,0.657",MXE,"204.045880482667,210.6478782672,207.968526504","229.5355872816,239.446284856,175.183508056533",207.5540951,214.7217934,NA,dog,brain,GSE125483
1664,ENSCAFG00000017560,+,RAD51C,chr9,33297197,33297331,NA,NA,3.05798E-05,"1.0,1.0,1.0","1.0,0.738,0.926",SE,"2.27267502821317,3.28380106583072,4.30186744514107","3.77499387460815,2.61075810971787,4.29974895924765",3.286114513,3.561833648,NA,dog,brain,GSE125483
1665,ENSCAFG00000017560,+,RAD51C,chr9,33308061,33308193,NA,NA,4.0514E-05,"1.0,1.0,1.0","1.0,0.725,0.91",SE,"2.27267502821317,3.28380106583072,4.30186744514107","3.77499387460815,2.61075810971787,4.29974895924765",3.286114513,3.561833648,NA,dog,brain,GSE125483
1666,ENSCAFG00000017569,-,TRIM37,chr9,33612886,33612972,33619957,33620094,0.000376588,"1.0,0.862,0.872","1.0,0.996,0.867",MXE,"31.8630988994289,28.7648117709391,27.5778052956853","28.4108770580584,29.5154909676396,48.9194251012056",29.40190532,35.61526438,NA,dog,brain,GSE125483
1667,ENSCAFG00000017622,-,PRKCB,chr6,21749243,21749854,NA,NA,2.2934E-05,"1.0,1.0,1.0","0.0,0.034,0.992",SE,"125.62316794943,97.6676523445402,102.992654514865","111.216136771048,117.257390075021,133.220969401223",108.7611583,120.5648321,NA,dog,brain,GSE125483
1668,ENSCAFG00000017622,-,PRKCB,chr6,21749243,21749854,21771750,21771891,0.003481142,"0.999,0.641,0.664","1.0,1.0,0.628",MXE,"125.62316794943,97.6676523445402,102.992654514865","111.216136771048,117.257390075021,133.220969401223",108.7611583,120.5648321,NA,dog,brain,GSE125483
1669,ENSCAFG00000017623,+,LRRC49,chr30,34589290,34589488,NA,NA,0.000571032,"1.0,1.0,1.0","0.306,0.649,1.0",SE,"20.8399934938518,22.4270786081755,20.3412627022267","21.7512759534729,17.0232026364241,34.2441965407112",21.20277827,24.33955838,NA,dog,brain,GSE125483
1670,ENSCAFG00000017655,-,NA,chr30,35753084,35753157,NA,NA,0.000735699,"1.0,0.664,1.0","0.568,0.794,0.0",SE,"141.948333629691,152.58929715718,116.150749768453","178.097528509348,125.403434276416,110.673494080044",136.8961269,138.0581523,NA,dog,brain,GSE125483
1671,ENSCAFG00000017655,-,NA,chr30,35731344,35731461,NA,NA,1.44875E-05,"1.0,1.0,1.0","0.791,0.38,1.0",SE,"141.948333629691,152.58929715718,116.150749768453","178.097528509348,125.403434276416,110.673494080044",136.8961269,138.0581523,NA,dog,brain,GSE125483
1672,ENSCAFG00000017660,+,EPG5,chr7,45241118,45241274,NA,NA,0.00077197,"0.93,1.0,1.0","0.86,0.823,1.0",SE,"5.751247,5.183163,6.083385","4.329494,7.122725,8.07952",5.672598333,6.510579667,NA,dog,brain,GSE125483
1673,ENSCAFG00000017671,-,QTRT1,chr20,50490623,50490762,NA,NA,7.58232E-09,"1.0,1.0,1.0","0.874,0.938,1.0",SE,"32.801842,39.221981,27.09943","34.504402,34.496902,25.642323",33.04108433,31.54787567,NA,dog,brain,GSE125483
1674,ENSCAFG00000017671,-,QTRT1,chr20,50490290,50490366,NA,NA,2.87339E-07,"1.0,1.0,1.0","0.913,0.96,1.0",SE,"32.801842,39.221981,27.09943","34.504402,34.496902,25.642323",33.04108433,31.54787567,NA,dog,brain,GSE125483
1675,ENSCAFG00000017679,+,RPS6KB1,chr9,34396677,34396798,34398698,34398767,0.003528699,"0.0,0.395,0.285","0.0,0.0,0.294",MXE,"11.1224458495522,10.554025921791,9.65796111223881","10.1599726746269,12.6047566280597,17.5566790155224",10.44481096,13.44046944,NA,dog,brain,GSE125483
1676,ENSCAFG00000017680,+,RPL7A,chr9,49784832,49784973,49785174,49785254,0.000258825,"0.44,0.509,0.449","0.366,0.4,0.409",MXE,"436.746552,517.937622,429.070099","527.638184,409.058624,276.824493",461.2514243,404.5071003,NA,dog,brain,GSE125483
1677,ENSCAFG00000017681,+,SYT4,chr7,47558601,47559416,NA,NA,0.001167184,"0.959,1.0,1.0","0.938,0.948,0.99",SE,"50.2970692212425,56.7343277727455,47.6946335955912","44.2306747426854,52.8905122128257,69.4412073486974",51.57534353,55.5207981,NA,dog,brain,GSE125483
1678,ENSCAFG00000017708,-,NA,chr30,35840155,35840242,NA,NA,0.000728921,"0.987,0.986,1.0","0.945,0.98,1.0",SE,"31.3626982439936,29.5457911788574,29.7634303609183","30.3580360443139,34.2097267987186,26.4782245242926",30.22397326,30.34866246,NA,dog,brain,GSE125483
